labels,address,colors,number_entries,id_entries,lat,lon
9,"Canal Rd, Nadiad, Gujarat 387001, India","(0.392156862745098, 0.7098039215686274, 0.803921568627451)",4,"['1497150958666-3fec3523b4355e48', '1525283925290-3fe372e695f79c3c', '1525285955849-3febe9f3e0e63ac4', '1525345892982-3fead490d7e59023']",22.597500875,72.9271176
10,"85 Bowers Rd, Rock Hill, NY 12775, USA","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",8,"['1538271208925-3fc0cd79ebd54310', '1538314172091-3fdc3d532ce5eddc', '1538315502269-3fdde786bc063018', '1538318202455-3fdaab4f3a9d6b1c', '1538319082056-3feb650218afd221', '1570889987906-3fed496031460cce', '1570939433215-3fd4e7b443cea7fc', '1571016003139-3fdcf0ba3457ee96']",41.7454437375,-74.565835875
11,"Nandanvan Green Apartments Jodhpur, Kheme ka kunwa, Keshavnagar, Jodhpur, Rajasthan 342008, India","(0.8666666666666666, 0.5176470588235296, 0.32156862745098047)",5,"['1524405095246-3fc28daef9c05714', '1524416371756-3fe243854cc65134', '1524458730750-3fdc488ce2839af6', '1524461797409-3fd356332c297d5c', '1524498624105-3fcd23bdb37378e8']",26.27405386,73.00166104
12,"Wafgaon Loni Dhamni Rd, Ambegaon, Manchar, Maharashtra 410503, India","(0.3722771062227388, 0.6198797565223593, 0.42895723099012184)",6,"['1528632327407-3fd4c754a2e01620', '1528640598121-3fc697d8f47be9e4', '1528640762283-3fd08bd4ae222860', '1528661467389-3fe061e394921ab5', '1528703366745-3fe4524cd32c6688', '1528710481000-3fdcbc4b26038d96']",19.195942549999998,73.81322540000001
13,Unnamed Road - Abu Dhabi - United Arab Emirates,"(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",4,"['1579356420491-3fdd6a5fee280376', '1579360507740-3fc9dfa5e44f8878', '1579362455140-3fcbfe792e6bc1b0', '1579363599327-3fe2ac18b28448aa']",24.248527350000003,55.026310124999995
14,Unnamed Road - أبو ظبي - United Arab Emirates,"(0.5359157021718224, 0.5028350435291827, 0.6461845643139544)",6,"['1579184813329-3fef91103eb3aed2', '1579279304269-3feaeebf224b8427', '1579341291533-3fddf0a710de52fa', '1579341602524-3fe99a477983609c', '1579464885499-3fea2b301e66d02c', '1579526473948-3fecc133f5d72711']",24.499681383333336,54.389990266666665
15,Al Matar - Abu Dhabi - United Arab Emirates,"(0.5764705882352941, 0.47058823529411764, 0.3764705882352941)",6,"['1534559007727-3fd161fb82b32430', '1534563485021-3fb2f3f9f61cf3a0', '1534586268059-3fef1b56832e91c5', '1534628158168-3f97c69f7e089800', '1579543704234-3fef95451ad7ff7e', '1579721763119-3fe40d61e34f4a0e']",24.43682486666667,54.635886183333334
16,"Sheoganj, Rajasthan, India","(0.7168665683593102, 0.6831334316406897, 0.7070455285551549)",5,"['1524573515280-3fda8e898fcd487c', '1524577206840-3fa90716fbd55b20', '1524617918051-3fd1398717ab9bac', '1524682519998-3fef05926de6a470', '1524740876755-3fdd0df032ff6d5e']",25.170268220000004,73.09911296
17,"3, City Palace Rd, Jagdish Chowk, Rao Ji Ka Hata, Udaipur, Rajasthan 313001, India","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",11,"['1524801636827-3fdc782276b81138', '1524827650840-3fc88cfaf9acde84', '1524897015779-3fe549848d090247', '1524898158499-3fe540e26def9200', '1524898610640-3fe12754e7d57802', '1524898720898-3fbceb12d05fc908', '1524900432005-3fc87a73dfb670c0', '1524902865062-3fced4104bc809b8', '1524922772006-3fa4834918c85cf0', '1524999467636-3fc2909cd078ea88', '1525009540832-3fcc37f05da5c738']",24.65061508181818,73.67497851818182
18,"Bengaluru - Mumbai Hwy, Ramnagar, Maharashtra 412205, India","(0.8, 0.7254901960784312, 0.45490196078431366)",4,"['1491740989000-3fcaec03bf5b13a0', '1515911221984-3fd4e385015bc26e', '1527351228905-3fd98027487b218e', '1527368520777-3fee4da1b8d6c84e']",18.3500159,73.787227325
19,"625 Spring Hill Dr, Coppell, TX 75019, USA","(0.5610878711960693, 0.6180985169809573, 0.6349905601764797)",34,"['1546216199030-3facc3ccd3a4b3a0', '1546388620149-3fd1af4e1ff3b0ce', '1546623330305-3fd25248c6ccf496', '1546626910814-3fea289585d631c4', '1546728937187-3fe57e03beb16600', '1546752022858-3fca416d69b14f5c', '1546848198527-3fc18b9715404888', '1546849344345-3fee96de1a92c305', '1546930373202-3fe7474ac6ec9969', '1547013951543-3fbd870064c0b510', '1547069843607-3fd321c12ee88d00', '1547102122457-3fd9a69ba74ce9be', '1547143815099-3fd2c2d454278da8', '1547211944730-3fe231ed3c3c878f', '1547678632788-3fe15ee2bf3358bc', '1547678775163-3fd31feed71ae934', '1547680041480-3feb0602fccfcc0c', '1547702125512-3fc05dbb7d8b6b64', '1547785989735-3fe1c5bdc4160649', '1547799638789-3fe02407b7030185', '1547800813855-3fda611a9a45a598', '1547800999483-3fdae042c040b67a', '1547804610710-3fe290df81f6fed7', '1547865879305-3fee7e2cf9042658', '1547890702405-3fca9e2ba55db12c', '1547957538276-3feedcc21e35126b', '1547960184312-3fd2ff085b631460', '1548140427682-3fe09f1b448b95ac', '1548149815865-3fe07addb15af8b1', '1548233672525-3fd729cd591290a4', '1548241452530-3fd00f7e7abbd046', '1548316304568-3f84608044921b80', '1548384986620-3fc2fa49c048a188', '1548396921870-3fc4cabeee9775d0']",32.984317197058836,-96.98752820588233
20,"408 Cedar Crest Dr, Coppell, TX 75019, USA","(0.4918688865931838, 0.49357794454707, 0.4963664075244633)",169,"['1547678127448-3fd6890be7dd259c', '1547868368907-3fcbf74087acc7f8', '1548205801628-3fdf4852fd6180a8', '1548205984326-3fd271833fcfb7ba', '1588091742871-3fe382531fcb29a3', '1584721545428-3fd339603455af9c', '1584760913248-3fc1b930f34855c4', '1584763233980-3fdbb8a5c3943bb2', '1584764043440-3fe134c2e56242df', '1584779724104-3fa7f5e773830630', '1584781170604-3fe1b60aa1171647', '1584782173961-3fe1b998744ef6a3', '1584782516181-3fe2824b337b8051', '1584784666819-3fe8811a0b8068bf', '1584842029526-3fdd8dff027a9a00', '1584909722549-3fd1dd3096c93136', '1584912781212-w9w0taj3qqharg7g', '1584934924259-3fe0999ac0a27e56', '1584980837519-3fe2c934bad2b1e3', '1584981899468-3fd012ec10eba4d4', '1585017891154-rlg7a3oc49opm055', '1585027570474-3fd741fe179069ac', '1585057430678-3fd4c992507f09e4', '1585088658979-4afklz7r5s7fnumd', '1585096193798-3fe6cbf69bcf3e70', '1585102407964-3fee8c8b997e7b2f', '1585108216174-3fa6444fd2ff31f0', '1585277709462-3fe203077afca41b', '1585370242611-3fe79e09c3722c4e', '1585417835869-3fa3c03a181599d0', '1585531101628-3febc72819d7aedb', '1585544652307-3fb0abba381e2d40', '1585547018558-3fdb155f43202e56', '1585635069432-3fb4606888a69da8', '1585635351868-3feac9981a16a228', '1585711262810-3fc5d995447c48b8', '1585757882014-3feb8449a0aa3778', '1585757904466-3fe4abfd5cd58e90', '1585782072510-3fc626f7ac22b200', '1585854520147-3fe714b78649fe9b', '1585892546203-3fe3322179fe1eb0', '1585971013354-3fc6e76dd73e8f84', '1586017649547-3fe84326d65a88ed', '1586021750040-3fe068dcf9b0dd16', '1586044907291-3fe953b243b3f384', '1586107739669-3fb5209dc7aec4c0', '1586108350929-3fc2a57ea9eb6720', '1586114905272-3fe6cfa7bb0e126d', '1586115288121-3fd18fea1902851c', '1586119539402-3fea5fa835b65fa8', '1586120731875-3fee195fb7621666', '1586121605476-3fe7c1e6bb2b7e2a', '1586193570996-3fe88710526828a8', '1586197405598-3fed2bc7969b35b5', '1586275021023-3fd723a822fd6cfe', '1586276430313-3feaa44715f534a9', '1586279711167-3fe43819cd619e63', '1586291336765-3fcbc25d070a32c0', '1586318758736-3fe458e3f1fe0c05', '1586321679009-3feb6a270274e8dd', '1586364170103-3fc3b0da44480350', '1586378202217-3fdbf79aa1dcdb2e', '1586492498417-3fb45af4b1ce7c60', '1586495687202-3fe5ebc3820a9ad0', '1586528322461-3fec2d2acf60f67b', '1586634541801-3fe1eb01eb28527e', '1586647684017-3fd42f38eed6c1ac', '1586649844079-3feccaba963b053e', '1586702082421-3fe41af2d3f58b2a', '1586707750451-3fc9038ad9731e78', '1586737092738-3fa9f1f5ffbc2dc0', '1586813686148-3feaeaae9ead3050', '1586862675639-3feb1c814271dd58', '1586922236281-3fd92b73ccf30580', '1586924802831-3fc3cae951d3185c', '1586992039271-3fc9d273bc13b2f8', '1587047759912-3fb6f330323ef350', '1587064747677-3fe4c45c4ed26a1b', '1587064841627-3fdc1ca3571d01ae', '1587134576961-3fea13f945739e7c', '1587182710703-3fdeb4a607cde758', '1587214907824-3febcf925baed227', '1587218727394-3fe9d8df8c4188ce', '1587281361638-3fe6f870c6e3cb4a', '1587281394667-3fc41b94ebe586d8', '1587281610373-3fd9e8304364341e', '1587281770252-3fe1291841da7622', '1587305161327-3fef94da91947493', '1587305779266-3f9443860ad2df80', '1587311055576-3fde1c4bb193d980', '1587336215180-3fe0e2fdfc4b087e', '1587392955601-3fd44166f57b6758', '1587402726521-3fe5f47b2193dc2d', '1587425398274-3fdc1217f0989ef2', '1587443953060-3feb9282089b1392', '1587445901729-3fe7b1b5885c57ab', '1587476278978-3fdf10c49f1dbc3c', '1587476359019-3fe24143191f594e', '1587479686331-3fdf0a18a3e30b8a', '1587585128274-3fcf26b232348dd4', '1587588534152-3fb8aabd2b129ee0', '1587611409823-3fe1dcd00d449450', '1587611485162-3fc0070863230e88', '1587693209146-3fee6515f1ef3997', '1587698069692-3fd77740af48f048', '1587747387266-3fe604796ba7e041', '1587867683931-3fc90b47b11329e8', '1587916484170-3fe4a9086a0b36bc', '1587916666101-3fe2144ff3cff1fa', '1587990835735-3fddbab4eac0a738', '1588092310898-3feee0d5ad90b24c', '1588092562447-3feb4f0190d09d90', '1588092881575-3fd883b87b69bfa6', '1588096937674-3fe6c55199de6199', '1588162820371-3fe73c6c5fc07c8c', '1588163034290-3fd02dbad579d594', '1588202968582-3fee88133f6ce2ec', '1588215486852-3fd9986db4dc9eea', '1588653390189-3fe214bb0a243b95', '1588283654986-3fdf8ba40dbd62de', '1588303764699-3fc5ec37c163b970', '1588340120254-3fe66ff4ce2120d0', '1588354752808-3fecfbbe72fd40d4', '1588356663184-3fedc8ccd17eb9cc', '1588653279746-3fe5585c1d176b1d', '1588653579379-3fdb14e3ed1b42ec', '1588653466201-3feaf30e82db16e9', '1588462365554-3fe09728c2de209a', '1588524541869-3feecd5dc588baea', '1588653175201-3fd1baa8a85f7384', '1588654815127-3fe116545f78d87e', '1588655176067-3fe91054c7fa1b14', '1588655513565-3fc3831eb71661a0', '1588691832075-3fc792da52f93e94', '1588695602684-3fee62cec38df40b', '1588716347918-3fe42f2fa0ab07ed', '1588735183144-3f93c56a4a12d060', '1588737689080-3fd0daa97925811c', '1588738073941-3fd8986011d1784a', '1588780268789-3fe9a7e467669373', '1588790928567-3fedd70bc86dcc68', '1588792430219-3fd1a9c664d775c2', '1588792590348-3fe2623a07ab10a2', '1588798262752-3fddf75bcdd817f8', '1588868368101-3fe68deb9d333643', '1588870787595-3fd5efd1c8e538cc', '1588880174100-3fe2c564d5856237', '1588959412136-3fd86ed3799ec5d8', '1588959617062-3fe948164a05365f', '1588959683663-3fd5bc8da980f9f6', '1588986897414-3fee9415b5abade1', '1589006192322-3fd69b28692b0b76', '1589034480113-3fd64f0e02f3db16', '1589040928530-3fe34f3154337b78', '1589085370827-3fefaa072278fe97', '1589157691620-3fe97206cd800483', '1589174003910-3fed354694073e50', '1589254256659-3fc5ae0a539d31a8', '1589342902530-3fd7fe0c40e69894', '1589347336030-3fe8b517fe72c554', '1589414335975-3fe3753ba1589e30', '1589474469477-3fe43639616c67cd', '1589597707252-3fc2fd1133c0bfcc', '1589597781907-3fbb648824f62ef8', '1589597981762-3fd339aecef2978e', '1589599203833-3fccc2487ff20d88', '1589599469199-3fc8b4cdb6d4b0d4', '1589603430128-3fdcc9774f183676', '1589648755507-3fb1780bc86a8890']",32.97087345443788,-96.98079184615383
21,Five Gardens Road,"(0.8666666666666666, 0.5176470588235296, 0.32156862745098047)",8,"['1491662893928-3fdb2c0a3e4d3f02', '1491667878080-3fe45671ebe1bb76', '1493667525572-3fc760c82d70dd78', '1493668525486-3fc99f91785824c4', '1493670747396-3fee1153ad39d6da', '1493671933882-3f9bcb534eff9140', '1529154611190-3fca54b3e099a988', '1578616741250-3fe1118a642e6d4c']",18.594119062500003,73.78539108750002
22,"98, KVP Sapatnekar Marg, Sanewadi, Aundh, Pune, Maharashtra 411007, India","(0.33333333333333337, 0.6588235294117647, 0.40784313725490207)",8,"['1498361730928-3fe70fcceb0de050', '1498361871099-3f8ef2be62b69ac0', '1498362120812-3fefb5030b76a4e7', '1498362639697-3fcb11045fc1df8c', '1498363784847-3fa29e2c5a928510', '1498365065560-3fd15a58341a3854', '1498365371202-3fdf20b72b1a81ba', '1533545889809-3fc0f0644e3e0aa4']",18.562353487500005,73.8119567375
23,Dobar Wadi Road,"(0.5401342212984029, 0.5343755826231659, 0.5345707907138518)",7,"['1500780762536-3fec1f08f56e6800', '1501291001570-3fe569d8f5c15cce', '1505925294915-3fa01fbc09cbba70', '1505925512897-3fdcdf2577ea016e', '1505925669323-3fd20c303c10e462', '1516295032243-3fe8c07cac8f4bc9', '1578413788205-3fe51da8b4fd79d9']",18.512415671428567,73.90576768571428
24,"408, Mutha Canal Rd, Mukund Nagar, Pune, Maharashtra 411037, India","(0.5593103576827146, 0.5462822609065541, 0.6027373469365831)",9,"['1460101241657-3fc1f56283c95ea4', '1490702054123-3fe56017e1255639', '1490702219166-3fe388d8c2d260cf', '1520361223080-3fa7d08da4cc05b0', '1520374058514-3fe74fff2b75ae04', '1520374174782-3fe2bf6d4203849d', '1520421457242-3fd904f792917492', '1520426574423-3fdbbdbbc993ce6e', '1532887797426-3feae190875efaaa']",18.49837403333333,73.86068745555556
25,Akluj - Phule Nagar Road,"(0.5764705882352941, 0.47058823529411764, 0.3764705882352941)",5,"['1505368986731-3fec6f8da1050dbb', '1577803744770-3fed284d1b37ecc6', '1577803906135-3fc8a2d5cc6686bc', '1577803945842-3fa449ffb1b69840', '1578406154797-3fde776776fa8f68']",18.526549059999997,73.88483704
26,"Plot No. 88, East Avenue","(0.7489233501081662, 0.6510766498918337, 0.7204363361211327)",18,"['1491595390233-3fee1a9d1e4690cb', '1492843148428-3fe26738527b1850', '1498405503131-3fe0579686c5e6bd', '1500913449928-3fee86c8c80b6be8', '1502493374029-3fc20541a8ef7c9c', '1506414295542-3fdfac930a6a16ce', '1511665008865-3fa46f2fadfaff80', '1520440237307-3fd4982fb964356c', '1520866874508-3f81487593f5c980', '1520868022121-3fea958ca34fcee0', '1520869514814-3fd22c739a0e0e66', '1522426265860-3fea0e8ddf957a17', '1522852463949-3fdf419a1f2be23a', '1528120042498-3feec65b966fd7ff', '1528121788984-3fe2b8c4689161a0', '1532227842699-3fc3dcbc29f16e0c', '1533610094600-3fcec01ece28b558', '1533835994461-3fbf5953f5ae44f8']",18.547565738888892,73.90609079444447
27,"3, Lokmanya Tilak Rd, Gandham Nagar, Yerawada, Pune, Maharashtra 411006, India","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",5,"['1489629878560-3fc4234f260d6ef0', '1499501157900-3fcc9affb3760520', '1499939297864-3fe9c7abc20c82c9', '1515731694472-3fe016ef452036fc', '1528373409620-3fe8a90819661fe7']",18.553428020000002,73.87323264
28,"1262/B, Jangali Maharaj Road","(0.7518245941502663, 0.6981178063910826, 0.5030773666340475)",10,"['1500780968229-3fd05e066a65dc7e', '1500782038845-3fee0314b01ab880', '1500875209835-3fda88c8c5f07fb2', '1500875321657-3fc7305af9578b94', '1500876426867-3fe11b0dc60d5666', '1503198409849-3fe2b1167c92c619', '1505621251482-3f90e50136f2f8c0', '1505733668269-3fd1fe47cd96af96', '1508757892609-3fefa0d3f7444dd1', '1532229129227-3fe9d4c9658a0fea']",18.519160579999998,73.84608136
29,"925a, Fergusson College Campus, Shivajinagar, Pune, Maharashtra 411004, India","(0.5212812161750888, 0.6397078439923467, 0.6747972151974602)",17,"['1480851271000-3fede93ee41b344d', '1486533687926-3fe3e7fc447b6b55', '1491616320112-3fc1a927ee11f620', '1492221024346-3fe59d5148e92e8e', '1499760114267-3fb6e464f811dd60', '1500112621888-3fb86ee1d68dd0b8', '1501520585471-3fe1483689a683f2', '1502346290431-3fef2085b01fd6de', '1505095583561-3fe1da7b3c0b693c', '1505210082863-3fe619e9acbf870b', '1505804216584-3fe3220ad1d6d762', '1507019197245-3fd879e2017b1a3e', '1507725995530-3fede066d143f1b4', '1517378350563-3fe822d084dc6580', '1517380999207-3fc41bb653488fe4', '1517381658100-3fe8315718b4d1ce', '1530797010833-3fe9bca0538e65c0']",18.524220088235293,73.83943011764707
