labels,address,colors,number_entries,id_entries,lat,lon
30,"10, Vishrantwadi Airport Rd, Adarsh Colony, Dhanori, Pune, Maharashtra 411032, India","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",595,"['1530095593881-3fd85ff22150be2e', '1518517259514-3fe3d3beb936a2ba', '1529581833653-3feaacfa0fc89cc0', '1471188443525-3fee07fb612a7f93', '1483696116943-3fcc3f1fcd86702c', '1483984044225-3fefa4b83e3d14c3', '1484932598290-3fd4216369b90952', '1485716167063-3fe6fbe13328d08c', '1485836074591-3fc9ad4be0801e84', '1486933072055-3f953370ae1e92a0', '1486957331385-3fd8c333e8ad5550', '1487000064414-3fa6324b1171d1b0', '1487439275260-3fefab5b0b468bf3', '1487726800342-3fdbd122932d7dd2', '1488216005435-3fd572399cc4fcd6', '1488641225213-3fed262071351c6b', '1489143614162-3feda237b7def8e3', '1489286478583-3f84a9e0d2133740', '1489419891476-3fc97bd26561e854', '1489465104300-3fead7ab2f1ffd79', '1489677088369-3feed3172924331a', '1489774605844-3fe7b07c28a66e39', '1489995556801-3febdb83254261dc', '1490257971463-3fe9f0201b1cb87b', '1490260626523-3fed5d7a6bce879b', '1490385659104-3f96a57491fc3340', '1490472376430-3fef019e181f6058', '1490502200561-3fe9fe4ffcea032e', '1490523006543-3fe88a4956b9fdea', '1491123351183-3fe9dbc2dd8ecf9a', '1491145183387-3fed729af5f12474', '1491203806735-3fdc31382508403a', '1491213404316-3fdaec2d932a9cbc', '1491221223606-3fd27bc8ebb3d696', '1491223086426-3fb3169dc2957630', '1491225295876-3fe1e0fa621e73f3', '1491294319000-3fd3606cf5183c32', '1491301956023-3fe92f3b4c8cd398', '1491305704509-3fcca6ff047cd958', '1491402468188-3fcad79f787e1b2c', '1491458990241-3fc59b8375b6f3f4', '1491565778893-3fe850bb1f3165b6', '1491959486453-3fd31255e3033344', '1492018025765-3febddf098e38ab6', '1492491999092-3fe79fc9c4b205a8', '1492523235735-3feb5d0b5b2c234a', '1492532673855-3fc1bee9eb6044dc', '1492608655373-3fbfdd50e14103b8', '1492751863023-3fd64a5bfcba8332', '1493034019275-3fe87c9b7b724e04', '1493124606665-3fdb84c685436916', '1493212621059-3fcfa27ffefb488c', '1493290966162-3fea6b83afb561ca', '1493369117747-3fcf20f8a546d140', '1493386301711-3feff62e03b75fe8', '1493740725664-3fb3cf1a01655de8', '1496415375014-3f616ca7d37d3200', '1496415452094-3fd13b90f1ba94f8', '1496415997711-3feebca580dacb0b', '1496416150105-3feea26b1087b222', '1496420121968-3fecb24f38dabef8', '1517168393794-3fb3d7a3f9eb6588', '1496431387785-3fd21ddf277c2b0e', '1496434057933-3fde0f6b15c6ffcc', '1496452246780-3fdcd2307ce0f938', '1496455208352-3fe68df8089d96a6', '1496598770453-3fecbb3646aece5d', '1496599247194-3fec2207f2714e80', '1496614097509-3fd35feef7d87e30', '1496762866385-3fd1608b348ebc6a', '1496769683583-3fba1c4423b9ba40', '1496769929713-3fd7e48334b44498', '1496863891241-3fdc18814283378c', '1496895782020-3fe929724b043a64', '1497166726956-3fe2436bb054814b', '1497383153198-3fc9901a215f8064', '1497383777513-3fec5150a8b13afc', '1497514736414-3fe4eb0067f47aa4', '1497577133933-3fe2383b7f68dfa0', '1497896322462-3fdea36634614af0', '1497896764000-3fdc13a157199002', '1498329952144-3fe0036fc7ea4ee6', '1498332435306-3feef54a9e61f946', '1498505358549-3fac1f3bc0745530', '1499006672313-3fdfdd12da89890c', '1521443618859-3fb508b6ff93f228', '1499078747411-3fcca82b0bc30a00', '1499315262631-3febc83bcb5f21a4', '1499366309654-3fcf0fb3cfc34688', '1499370368875-3fd1b4b9eeb656fa', '1499371088379-3fbf56cf78f91350', '1499510918714-3fd0affd99d37a4c', '1499689054829-3fb1b577c6570188', '1499795874388-3fd0bce7e8df0478', '1499891314784-3fef17107835a1f9', '1499893800854-3fc88a31d5a09704', '1500117532756-3fe800b02fe0d0d8', '1500117608773-3fe52b923f69a98e', '1500117942492-3fd78aeaaefa2ab8', '1500295990005-3fd56ca78571a5aa', '1500310923347-3fefcce8bb2378e3', '1500390715366-3fabddbbb237d480', '1500390836724-3fdb19137b02613a', '1500750203463-3fec3ed2a87b6d9c', '1500816615638-3fe2f57eae45bdc9', '1500866644035-3fe0636ae6b784c8', '1500922562334-3f9f53fdd35a5460', '1501001284762-3febe819641a4e69', '1501116207870-3fe9a9d5ef34d21a', '1501139570565-3fcb6d25af516ec8', '1501172160273-3fe5b3c54536fd55', '1501394345309-3feb242afc501ab4', '1501394593083-3fec33b1315e984c', '1501423777169-3fd1c40fb9a34b0a', '1501424871813-3feb342f668c8f3e', '1501425832600-3fef420c67587ccf', '1501425901711-3fd6bd64ca8677e4', '1501591564000-3fd824afdf4e5056', '1501769172983-3fe1bda836e2598f', '1501941749238-3fbe2efaf8ef5888', '1502132567065-3fe05b62ff6c7bcb', '1502165565909-3fdc198a89793fb0', '1502279445126-3f8ced5446547300', '1502405355193-3fe15ce699366b1f', '1502714060591-3fedc7fefc029894', '1502780221599-3fcb0e72880f859c', '1502855639527-3fe789ff79aba7ad', '1502912958284-3feb4b4c897831a9', '1503028644183-3fc2c272c0938328', '1503273538843-3fd7a95f633a750a', '1503454103217-3fe33ce82ab17809', '1503597993540-3fef405610b0beb2', '1503598014875-3feab715287d24b2', '1503598520563-3fe1c2e6d37ea47e', '1503851379597-3fe6f1ad0892cb6f', '1503982938749-3fee9531efab9042', '1504001779592-3fd9344f55b60a72', '1504132370462-3fec3136bad5241a', '1504161373489-3fd2ececaa81a002', '1504207258937-3fe8cb39c117da19', '1504503925322-3fb2833a44516d40', '1504805350685-3fd0c3ce6b45df0c', '1505190968442-3fbead2f96a77d78', '1505324432686-3fbf4d8f289c64c8', '1505560701857-3fe5231089a4b886', '1505587634081-3fdee6c494496b4e', '1506340393770-3fdce64e859e514c', '1506433449397-3fe1981be858f532', '1506490068918-3fc3f063d0ad9e6c', '1506536870645-3fe50914cf49b39a', '1506583763962-3fd39be1437cd964', '1506645663401-3fb7c8d518a53cc0', '1506661595814-3fc38f69539f500c', '1506787195146-3fc4306d4a0b0d30', '1506954169424-3fe28b4615ec564c', '1506969584802-3fed6028a6966d86', '1507002931711-3fde71b7a39fdb1c', '1507004639472-3fe624107fcbf2af', '1507144020094-3fe4e2453e3421cb', '1507208607319-3fed88861b183b63', '1507218419322-3fe5d55a493cb367', '1507219087915-3fea39a2ed1827d5', '1507298768170-3fe896a928aa7e53', '1507398649965-3fe79d465e4b239f', '1507504748172-3feb03d3fb8641cd', '1507507566936-3fcb1a5e9f16d39c', '1507548980000-3fd8d20cc0f29770', '1507765707923-3fd5fa8149e5d086', '1508306314188-3f9a486534e95d80', '1508346531794-3fec14213b9eda97', '1508349127435-3fe0b8f16ce7e2f1', '1508485628076-3fb0484d451873f0', '1508519248475-3fd02a2cad552bda', '1508760643876-3f92708699c5b2c0', '1508861759947-3fd360b822e2e9f4', '1508872375234-3fd76914a2c258e8', '1509007112544-3fe30adfa3f02876', '1509029872099-3fcbf2c366fc59f0', '1509046877954-3fe3f2a9f857c2b7', '1509137090332-3fece77086190047', '1509390012443-3fbfe0a03e4c4858', '1509392015493-3fe2ae5d6ae1f2ca', '1509397932680-3fd95fbf407f07ca', '1509731866296-3fce9495adfd0d14', '1509832354915-3fd3f13ddadef94e', '1509944727224-3fe4fe4e2ecec8f3', '1509947659430-3fbfa5425fe17fe8', '1510173487218-3fe6addfe91563d5', '1510220963033-3fe8ff2a1728c4c6', '1510333617908-3fe9912ba2a2c92d', '1510510092237-3fda091b87c49f44', '1510607471885-3fd8384c2e3c244c', '1510635303507-3fe5406cc22c34c2', '1510847637211-3fe92bf39072c456', '1510864681894-3fe9a03198dd1ca2', '1511026630610-3fe4c99c563ea05b', '1511105997148-3fa35fda69e7a0b0', '1511293824689-3fe16ded77d194b0', '1511367191428-3fc8b8cafd5468b8', '1511377230128-3fe4e9ac4b556f71', '1511461510565-3fee54417ebce2eb', '1511579407419-3fecb75efb260de5', '1511627216031-3fc70aca076346a0', '1511807610024-3fe79c15cd9dedaa', '1512491274918-3fd1d2b41878af4c', '1512800243733-3fe47db3791df323', '1513461272786-3fe607359d817abf', '1513629930319-3fed603971955a3a', '1513631695953-3fd025a07ae400fc', '1513631730837-3fe574446f869746', '1513631942484-3fe861bfe44fbb29', '1513689749513-3fa05ecd77325360', '1513797318136-3fe9e572d029f005', '1513797561552-3fd081a014cd772e', '1514022926839-3fe79a9bb70f694e', '1514024012168-3fe047c323833c39', '1514227192994-3fd6d51aaeb93842', '1514232134326-3fecabd474322932', '1514236702313-3fdc05416982021e', '1514237661216-3fa0adb7481a1070', '1514239037015-3fdd8a422f051cfe', '1514475978530-3fe7fe49e6b5dff5', '1514645033602-3fe40b3be638cf41', '1514645656678-3fea1e7000350d8c', '1514653384141-3fc4567fa3733648', '1514678127721-3fe583b7156d507a', '1514826472613-3fde02728dd23dc4', '1515011079931-3fd8f6f3a37a77e8', '1515195596410-3fd3a2470f386f6c', '1515201315035-3fe499422afc13e2', '1515235217077-3fc2ffcfec209514', '1515236938556-3febc6ed4c1a53db', '1515238030393-3fd857a8e283dae6', '1515262940180-3fd64a8fd761638a', '1515267985577-3fe0db0046e1d5b7', '1515597303761-3fed24e66a4c7938', '1515600772986-3feece97b2a40cad', '1515611258032-3fbf33fc223581d8', '1515702862959-3fe812ff8757615b', '1515710823489-3fd2f847ef4d6a8a', '1515768338904-3fe0e902d6ace031', '1515779922856-3fe2e2681161e9f4', '1515782332403-3fedfec5c806cdb9', '1515782545315-3fe7afd2494d9383', '1515783490717-3fc68132806c6784', '1515867264319-3fecc2e251c22c19', '1516106698721-3fd63bf031829c28', '1516264970587-3fefaf8682f1d558', '1516265415653-3fe0bed56c86ff03', '1516267176779-3fdaf8c6e86d1e76', '1516331629992-3feb36b55e0db89d', '1516517260572-3f71a9fd252b5f80', '1516521384116-3fb289ebb80ee548', '1516549428738-3f95487755b9e980', '1516654462713-3fc26b39cb603d40', '1516657712170-3fb6775d04763498', '1516777417561-3fccda2361580fc4', '1516792625124-3febda1b08aae893', '1516793166378-3fd249dba6028214', '1516818702004-3fefc872f2fbfc92', '1516821376194-3fe8cca88559e8f7', '1516825662287-3fd3ba2b6ffbe690', '1516827572601-3fd011b175c952d0', '1516863361786-3febc6b2b54f0392', '1516879642264-3feea06a7ac8bfef', '1516886334634-3fea9e666489554f', '1516895605242-3fe9560aa1189ae2', '1516909830195-3fd0fc3136ee44a8', '1517070847095-3fee7061f33f49a9', '1517171116488-3fc420ea17bea380', '1517259994269-3fb0d9232b183440', '1517316801221-3fe3fa5179254171', '1517316844040-3fea520e52c30b6c', '1517397025875-3fb2c32929f59680', '1517533187840-3fd2e7eda2370ed6', '1517591924238-3fe78bbe68d6e948', '1530435650221-3fe647c30e9ea9fe', '1517687167470-3fe254cb69591dae', '1517686778959-3fe8341dec08a22b', '1518155763009-3fe2b05af03e0259', '1518203912725-3fe3eb4825e328e3', '1518204187141-3fba22c429806600', '1518320233025-3fc83a7c6c3784ec', '1518354315055-3fd4697a4ecd8e78', '1518370123613-3fee73081d21cf7e', '1518370935726-3fbedb107e6c6540', '1518416051379-3fdfd569bc21c63c', '1518416812644-3feb6cacf6c3ea95', '1518541150186-3feb6da23d9be5db', '1518544372697-3fdce5daf273a756', '1518595344716-3fdbeb4e9754b1be', '1518595541442-3fe9b9e613fa21f8', '1518697294222-3f9c1dd89c277320', '1518766722502-3fd7644ef31fcc14', '1518810198472-3fe75bf0df07df3d', '1518810226081-3fea3afad1473040', '1518813865424-3fe4c21bcde3e99d', '1518846180200-3fb1a963334a48f8', '1518870638907-3fc4de8fd7217134', '1518880493904-3fe5fc498612e482', '1518884387434-3fc5e91227171024', '1518884954865-3fef4a86d0ce8955', '1518887915215-3fd755430707af5e', '1518893613965-3fd5e89b8a53e924', '1518896425261-3fdccfb2c4cc217a', '1518951071486-3fd43540d9122422', '1519044836909-3fea0ab9865caada', '1519044932582-3fc6dfff95fe8b18', '1519046138985-3feb48c5f351de60', '1519056642089-3fc56192863a4118', '1519063626073-3fe3084f4f94eda0', '1519063794234-3f9102a0bb390480', '1519064169242-3f99791124ab7a60', '1519072962399-3fea2a2cc3cd5eb7', '1519105107497-3fe231dfa01a9720', '1519110048627-3fa84abc8e14f2d0', '1519110448675-3fda7cd991a00b04', '1519122448389-3fdab6d1d3d70a8e', '1519126407068-3feae71115f18d56', '1519233167033-3feecb2d455b78e1', '1519233535549-3fd04a332cec02c0', '1519233700383-3fe13b6086c44ceb', '1519234057525-3fd7e0a9c37a62a8', '1519290343170-3fd9fa1c160d7d1e', '1519318604034-3fc8b8837200eb20', '1519318788784-3fdf4138ece61a76', '1519318975977-3fe1147e759a7f12', '1519409301531-3fbf96340839b648', '1519499140764-3fdaa7b6a468e548', '1519499316379-3fce8cf55c848260', '1519501437105-3fed67c24426b1dc', '1519502263313-3febf19c14ef2a39', '1519638154056-3feaa31c0564e2fe', '1519730648158-3fe815646f9625e2', '1519738779509-3fa1bba0f0b0f580', '1519841028326-3fc0fe1eca9f2ca4', '1519843236702-3fe5f60f35d27ba2', '1520003306296-3fef97384e5ebd6d', '1520253400970-3fe3d0f609fc29f5', '1520528748608-3fd865a7687fed3a', '1520558228860-3fdaa1aef76e2a6e', '1520595325412-3fcb4bb4b627f9d8', '1520598728249-3fe78a1069f2590b', '1520642510251-3fe1b8789095d8fe', '1520654358410-3fc953f59fbf8890', '1523668868649-3fe317f1044d86b5', '1520826194596-3fe02c845648ee08', '1520928015545-3fb702921d210fb8', '1520943467366-3feb4ebba1112dad', '1520944112209-3fef3700c1d98d7e', '1521208755581-3feb131dc1d0f992', '1521794023549-3fcade73c85ad88c', '1521806509418-3fe0b1fc8cb81559', '1521825272319-3fe5749d43c9f63b', '1521827846356-3fd1147a4a2e41e0', '1521876265929-3fb86e2dc7efa8d8', '1521890364029-3fc5b0afe6010ef0', '1521911721052-3fc811e4bf29786c', '1521916869254-3fd4f2cdbf0cfca2', '1521932454651-3fdc1251b68f2478', '1521981481930-3fe7ae6871777d46', '1521981928655-3fe86479c1dbfb8b', '1521982068038-3fb3857ab9c35f78', '1522254873471-3fca15caa4cc2144', '1522286397936-3fe3cd52c03edd47', '1522356149473-3fd1dd4c7639b68a', '1522356302327-3fe9801e2677dcab', '1522356468643-3fd384cdd76f2e2c', '1522357764286-3fdc33c21de4a1aa', '1522402705316-3fe62e5a5629a958', '1522447391535-3fda103efa4d3766', '1522674013284-3fd5ba21ea494a5c', '1522676486000-3fe69849c577f694', '1522680000606-3fede01af7bc2c85', '1522837697980-3fe5d98a74a56ac0', '1522840191103-3fb59a4ad52ae640', '1522873131931-3fe06290f0723d24', '1522873984682-3fda84320c22dd42', '1522874240114-3fe0619097cc0d97', '1522879937906-3fe60fd0ee702190', '1522890722394-3fcef1de5e563f7c', '1522963557657-3fb36211e2dcd050', '1522963776338-3fd5af9d4ed3c170', '1522964830936-3fecb5c607264195', '1522966945668-3fe62527a7d8eda0', '1522967826687-3fdf135e0917fa6c', '1522970387597-3fa1bd973a16eb00', '1522970638776-3febe07476df2ea3', '1522971664937-3fca79018ef6b270', '1523005861985-3fe039151f09f368', '1523021876958-3fd0b20af33a3d56', '1523025264416-3fd1bdc96da32e50', '1523041495032-3fea968376759f55', '1523042188991-3fe0e93fd9ece6bd', '1523043057289-3fe5daa513ad9a6c', '1523048410860-3fe2072e4b4ab4b0', '1523048643944-3fe6759b52238ad0', '1523056601060-3fed7313747a9ee7', '1523056632379-3fe8b8c5b0c96bec', '1523134906578-3fec02015023f26f', '1523156021382-3fef57105ccd715a', '1523156406148-3fe5f924aef38b15', '1523182352600-3fe6b06522ef5e92', '1523210824614-3fbb55788f583520', '1523226905500-3fd4b909c84d6c3a', '1523233523347-3febab7df067c85b', '1523233701923-3fd77ade88c8577a', '1523235444981-3fec0a3d7c28d6c9', '1523268274698-3fe8668e0a56b594', '1523268802423-3fe69a5f8444b0e8', '1523268971407-3fe2ca20e6167172', '1523270049876-3fe6e572500cd129', '1523270988731-3fe5de5764ef2a44', '1523346344645-3fcda29ce7c3f998', '1523358515012-3fc22edd8c5cb9f0', '1523365253749-3fe136ee19af2a67', '1523448189168-3fdcd1e8fd9075ca', '1523450868775-3fdaaa8b2ee09252', '1523453063259-3fc20435ca8667fc', '1523472859970-3fe2f66f09add28d', '1523610340130-3fef72c7c5356deb', '1523664379773-3fdd8e8563b3849e', '1523826585362-3fe745441b7a0adf', '1523921896496-3fe30e084494c42e', '1523926322333-3fd80795bee2895e', '1523926556614-3fe710c7968179da', '1523926984475-3fdca9bdb26cb34c', '1523929041270-3fe4124f96a3dcdb', '1525759471944-3fe0fc29bceec723', '1525759627149-3fe188a5705db969', '1525987430903-3fee19b3fb133cb0', '1526036543593-3febde856b7cd2fe', '1526066058909-3fdd9fdfb6969562', '1526067658013-3fb3e092cd4f1588', '1526068092485-3fc4c4782ec159a4', '1526197333600-3fe7908f946c4934', '1526210989449-3fd021c37963bec6', '1526243245019-3fc68fd2d7698808', '1526282913975-3fcb0012bdacbed0', '1526314601041-3feb8302e40c6bcb', '1526314636117-3fe9ce6014692117', '1526368577869-3fecb7163b9be067', '1526421762530-3fd075bd0019dd5e', '1526456215371-3fe48ceb7e694b20', '1526493743973-3fcc2f44de23e610', '1526493785911-3fe3b1136132d661', '1526587787918-3fe02e0146691925', '1526600013418-3fd514b14a1c5dc0', '1526726316905-3fd881b5bf595736', '1526731624568-3fe74b5a4eac83bb', '1526746122298-3feb05b4558c9e73', '1526781559699-3fd3df3593704680', '1526791657987-3fcb3ae2f3b5e3b8', '1526857929577-3fe88552b2e47b3d', '1526939204332-3fefb402320f7067', '1526983752192-3fe5d9d8dc98c0f5', '1526984555598-3fa5b76611fe4920', '1526993829315-3fa8ceab9f1c3ce0', '1526995584682-3fe829cd7d189086', '1527022324270-3fec914b537fcf4b', '1527027744851-3fed1152a93295a1', '1527076455052-3fde9c1310d13238', '1527139937581-3fe545c99ec1782b', '1527164780625-3fea03369a2ec58c', '1527174930849-3fd02dc881b5634a', '1527201760443-3fd32c3b536a4b24', '1527231448950-3fedb390fe46e22a', '1527281813539-3fe6e19e460a3d54', '1527285283482-3feea439847f568c', '1527432317923-3fc8793e2f36bea0', '1527532511038-3fea010faca087c0', '1527535244096-3fe32fe5b5f862a4', '1527622242155-3fc346dba426660c', '1527666475282-3fd53a9798723104', '1527673682333-3feb844c87f9d278', '1527935973573-3fe786732baaa857', '1527981686174-3fef25814c85415a', '1527999429950-3fe31b0ff2c87eb8', '1528033216461-3fdcaa8c91643114', '1528086460374-3fee266933b70ad6', '1528087464342-3fe73cd2034d1f72', '1528151656459-3fe53076f977e7af', '1528276909950-3fd3fbf9e4226fea', '1528360212361-3fe2f9740807a6d4', '1528368708052-3fe336ea2fc1b56b', '1528788182265-3fbdcec043f56e50', '1528964831703-3feb254cb27348f4', '1528964847109-3f812fff826c44c0', '1529048184706-3fe62812ef7189f4', '1529077311816-3fe07129cae3660a', '1529581207221-3fe1adecc24929e1', '1529582769478-3fe2e56133ef2f7c', '1529688168642-3fe724d9a1919de5', '1529732874481-3fcb78f28d0e79f8', '1529763305961-3fc46366d7629768', '1529781036099-3fc784e1893fc60c', '1529787460148-3fd5e7dc5c3fed9c', '1529824364086-3fe0a0740f017ab3', '1529825446480-3fec45ed334ffadf', '1529865678501-3fde979c9cf70196', '1529903588837-3fe5366ce0ef61f4', '1529904351149-3fd3fad7876b171e', '1529915468992-3fd3601fb9797b0e', '1529956385844-3fb8f25ef076b718', '1529998893046-3fe46653401f34d3', '1530127157691-3fd2e1f015816316', '1530304174337-3fac3082bc14f5b0', '1530391402116-3fe3bcbba360fd6c', '1530551517671-3fdeb697cf860446', '1530611674918-3fe22d52ca7ca03a', '1530629149110-3fec2df9908c4bd0', '1530641635369-3fe89214ddd9c262', '1530645848101-3feeb90ad3fd68a9', '1530652714384-3fd8d37c925e9518', '1530784913126-3fe6c3ee98b50803', '1530786186034-3fbc5cf9a21d3068', '1530833199720-3fe1ef449936822b', '1530834234410-3fe2c786798534d7', '1530911668887-3fdefbd9f2ceb0ca', '1530912372295-3fe8071c966aae6c', '1530913107787-3fd322d1f841c89e', '1530992751238-3fd3277bc75bf25a', '1531170765340-3fde943cd8799d80', '1531174633053-3fdcb4af2b0003c8', '1531237678970-3fee354f30850c07', '1531746541537-3fe431acd65300f1', '1531761882579-3fe29a0163382068', '1531810055824-3fe47ac14834bbdd', '1531813879098-3fcba8077dec49ec', '1531847074817-3fe91f0376ab5e8d', '1531848441478-3fed71b15434f80d', '1531848473810-3fd82c20be017c96', '1531929897144-3fe5028cd8b249a3', '1532157951319-3fb0f6ed089c6130', '1532452704061-3fea493d0ad015ea', '1532455152383-3fed800827a15803', '1532512208393-3fd7e3c6b997b21a', '1532531000753-3fb083836100cc30', '1532533242013-3fe633426362f619', '1532607796695-3fe8f1945b63c16f', '1532638261677-3fd4d2fe6802f290', '1532700330015-3fd7a896fd2abdaa', '1532779038494-3fe9f63bc4770d79', '1532789885594-3fe39811bfa9f77a', '1532801998602-3fe94a963506e6e0', '1532948318613-3fe174eeb7c8165c', '1532970972598-3fe960ce149a662b', '1533109314454-3fe8250cc97d8660', '1533150432323-3fc545eab56ae660', '1533248339864-3f98d5a34abca900', '1533396307511-3fdf2d07533fbd38', '1533401601882-3fe712c016406108', '1533407772853-3fe2287ca457572c', '1533706041347-3fe06356df6f0fb4', '1533707677289-3fd1db4177974f58', '1533756929153-3fbbe19968191178', '1533759199329-3fcdfe5812b06724', '1533789777593-3fd49a8a46016668', '1533806069690-3f8d2f5714733e80', '1533808876255-3feae9230a0816d7', '1533941282994-3fead31b964adfdc', '1534012137430-3feae0eeb1919457', '1534012252561-3fe40cb438b15a3c', '1534012562778-3fec3dcaca04a668', '1534047544779-3f98d363629391a0', '1534324761183-3fee182ddb9979d8', '1534355334011-3fc2553f3076c128', '1534444615500-3fe944e88be2161f', '1534492757043-3fba8ee22b8a3150', '1534510068987-3fe789a11b53306a', '1534517141564-3fe08c3794a0e8ae', '1577508652217-3fe35215b8df3b1c', '1577508738839-3fd4bd8c6465c9a8', '1577509109221-3fdfa3355830f95c', '1577509179641-3fe3531deb179dce', '1577800263995-3fe5fa1d03a32604', '1577860074136-3fc4b774d626e888', '1577860866952-3fe6e54d99aac9bf', '1577861664101-3fee8eb22c430735', '1578137025042-3fda033a8c90427a', '1578159182801-3fece9a967aeb1fa', '1578332481341-3fe7772f5a1e429a', '1578376969991-3fdc4e23e77e080a', '1578379749305-3facee7b04829e20', '1578403875284-3fde345e66b3157a', '1578493838578-3fe143be94d1d29e', '1578495407809-3fc4ff654f24f164', '1578544900473-3fd1c1cd798d6360', '1578545381161-3fe9939a4b3d125c', '1578545889437-3fd5734fa1626884', '1578546651139-3f98edeeb28e3140', '1578571210940-3fd4de1f602c598e', '1578573198045-3fcc5010d072bdd0', '1578612333655-3f91fcc087635460', '1578613128489-3fda64591bc863c8']",18.574880677815106,73.8934992467227
31,"193 Fort Greene Pl, Brooklyn, NY 11217, USA","(0.8666666666666666, 0.5176470588235296, 0.32156862745098047)",4,"['1535391871679-3fdd0bc38a1a9c50', '1535398793547-3fed489f6e22c38b', '1535400835528-3fed3f4d81405645', '1535402766144-3fea029a7d83011c']",40.683236175,-73.97563225
32,"Yerawada, Pune, Maharashtra 411006, India","(0.33333333333333337, 0.6588235294117647, 0.40784313725490207)",4,"['1522773278073-3f57e7eabef23600', '1523113867241-3fe35c12e18113a2', '1525793939473-3fdbcddbce566eac', '1525794059574-3fd1dea7b22fe5d4']",18.57119015,73.8931759
33,"1174 Lexington Ave, New York, NY 10028, USA","(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",4,"['1543113817526-3fde92cf6bef8300', '1543122424746-3fec231eb24fb1fb', '1561695797909-3fe1e576230310e2', '1561696043918-3fd833cc585b3786']",40.77690205,-73.9549885
34,"Siddhivinayak Residency, Plot No:24, 163/2C/1, Vishrantwadi Airport Rd, Adarsh Colony, Tingre Nagar, Pune, Maharashtra 431032, India","(0.5058823529411766, 0.44705882352941173, 0.7019607843137254)",7,"['1487525924787-3fcc5d8ed3d8936c', '1497671653726-3fed6f9cded71bff', '1509384206000-3fc2118eacf6a484', '1510332122884-3fed6fc5a921ab71', '1511519883924-3fe7e43720aa1ba2', '1515704100200-3fe09556b62ead18', '1516259531210-3fe63f90655f4866']",18.571907685714287,73.89319215714286
35,"163/2C/1, Vishrantwadi Airport Rd, Adarsh Colony, Tingre Nagar, Pune, Maharashtra 431032, India","(0.5764705882352941, 0.47058823529411764, 0.3764705882352941)",4,"['1500865937382-3fcefbd6274f581c', '1504612368158-3fe839998a611f82', '1507621010130-3fb5f3988134d380', '1508871375214-3fee216c3d4a8418']",18.5724506,73.8931759
36,"Sky Vista, Ground Floor, next to Eminence IT Park, Mhada Colony, Viman Nagar, Pune, Maharashtra 411014, India","(0.8201369128633369, 0.579863087136663, 0.750183773727723)",8,"['1517737520989-3fc69050077b2468', '1517739011504-3feb6e2b33b08707', '1528848564080-3fe1fea06dc80312', '1529011659870-3fe11f4a90897b77', '1530807645966-3fe397fe3624e299', '1531161563431-3fedd22b445674ff', '1577634089358-3fe36c97484b1bf2', '1577677787786-3fe42197797bff53']",18.56773485,73.91480532500002
37,"20, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",9,"['1499699885309-3fe97086a41e66dc', '1505052796592-3fad2dbf1e31cc60', '1505053370794-3fded9f5143673c0', '1520509125158-3fdab0b784b559f2', '1520509346238-3fb6598d96018288', '1520606344594-3fec1c6bd148086a', '1520617077835-3fe40b0e5e2cb980', '1521462132568-3fd2fd3f78f14e96', '1531818066933-3fd4b4e8a693644a']",18.56220713333333,73.91712844444444
38,"Bow Bridge, New York, NY 10024, USA","(0.8, 0.7254901960784312, 0.45490196078431366)",6,"['1535228303381-3fed123e1c3989c2', '1535231932472-3fe0dafef6c5569f', '1535233501593-3fe032964c14e4c1', '1539996718616-3fe078c051182062', '1542501883253-3fed35e78c4b5c6f', '1562970978198-3fe73c0a0c9f5d5a']",40.77461876666667,-73.97677449999999
39,"Pune - Ahmednagar Hwy, Nawanagar, Yerwada Village, Yerawada, Pune, Maharashtra 411006, India","(0.392156862745098, 0.7098039215686274, 0.803921568627451)",4,"['1497360796724-3fc0e473ac537c34', '1497363288127-3fda5639dd876d70', '1497368400443-3faf1c7fa6c9ee40', '1529078431763-3fde01ac7da0b6ba']",18.54536955,73.88684045000001
40,"New Laxmi Narayan Park, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001, India","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",4,"['1501906846601-3fe262092763120e', '1577882738659-3fbe746cadda3988', '1577965712513-3fe1511ae710e4df', '1577968969840-3fe670e0414cf154']",18.541315875,73.88537360000001
41,"5 Pennsylvania Plaza, New York, NY 10001, USA","(0.8666666666666666, 0.5176470588235296, 0.32156862745098047)",4,"['1556353185862-3fd1b8c80e4d2b68', '1556354064230-3fd64f8272128f3e', '1559874569281-3fcaaa4d9ac5cd68', '1562896129642-3fdb2d1731bb7d62']",40.751794675,-73.993844
